Text,Label,corrected_label,emotion
"All right.  All right, then, Mom.",6,6,sadness
I just--give it some more thought.,6,6,sadness
I've given it three years of thought.  I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happy.,1,6,sadness
"But if I can't--if that can't happen here, then I'll have to get out.",6,0,surprise
I'll get out.  I'll get married and go live some place else.  Maybe New York.,6,6,sadness
I've been a good son too long.  A good sucker.  I'm through with it.,6,1,joy
What about the business?  What the hell is this?,5,5,neutral
Must you be inspired?,5,6,sadness
"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",6,3,anger
"I want a family.  I want kids.  I want something that I can give myself to.  Annie's in the middle of that.  Now, where do I find it?",5,0,surprise
"Tell me, you'd leave the business?",5,3,anger
"All right, but just don't go thinkin' like that 'cause otherwise what did we work for?  I mean, the whole thing is for you, Chris.  The whole shootin' match is for you.",5,6,sadness
"I know.  I know, Mom.  Just help me stay here.",6,6,sadness
"All right.  Just-- just don't go thinkin' that way, you hear me?",5,3,anger
I am thinkin' that way.,6,6,sadness
She's been in New York for three and half years.  Why all of a sudden?,5,5,neutral
"Well, maybe he just wanted to see her again.",6,6,sadness
What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,5,5,neutral
Don't look at me like that.  He didn't tell me anymore than he told you.,6,3,anger
She's not-,6,6,sadness
How do you know he's even thinking of it?,5,5,neutral
-he's not gonna marry her.,6,0,surprise
It's got that all about it.,6,6,sadness
"Well, so what?",5,3,anger
"What's going on here, Joe?",5,5,neutral
"Now, listen Kate.",6,6,sadness
"She's not his girl, Joe.  She knows she's not.",6,6,sadness
"Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited.",5,5,neutral
How do you know why she's waited?,5,5,neutral
"She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.",6,7,disgust
"Look, it's a nice day.  What are we arguing for?",5,1,joy
"Nobody in this house dares take her faith away, Joe?  Strangers might, but not his father, not his brother.",5,3,anger
"Well, what do you want me to do about it?",5,3,anger
I want you to act like he's coming back.  Both of you.  Don't you think I haven't noticed since she got here.  I won't stand for any nonsense.,6,6,sadness
But Kate--,6,6,sadness
"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",6,3,anger
But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,5,5,neutral
"Believe with me, Joe.  I can't stand all alone.",6,0,surprise
"Last week, a man turned up in Detroit missing longer than Larry.  I mean, you read it yourself.",6,7,disgust
All right.  All right.  Calm yourself.,6,6,sadness
"You, above all, have to believe.",6,6,sadness
What?- Why- Why me above all?,5,5,neutral
Just--just don't stop believing.,6,3,anger
What does that mean?  Me above all?,5,5,neutral
Look at you.  Look at you shaking.,6,4,fear
What have I got to hide?  What the hell is the matter with you Kate?,5,5,neutral
You're the only one I know who loves his parents.,2,6,sadness
"I know, it went out of style, didn't it?",5,6,sadness
It's all right.  It's a good thing.,6,1,joy
"You know, it's lovely here, the air is sweet.",2,1,joy
"No, not sorry.  Um, but, I'm- I'm not gonna stay.",6,0,surprise
"Well, for one thing, your mother as much as told me to go.",6,6,sadness
"You saw that.  I mean and then, well, you've been kind of, um--",6,6,sadness
"Well, kind of embarrassed ever since I got here.",6,7,disgust
"The trouble is, I planned on sort of sneaking up on you over a period of a week or so.  But, they take it for granted that we're all set.",6,6,sadness
"Well,",6,6,sadness
"from her point of view, why else would I come?",5,3,anger
"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",5,5,neutral
I--I guess this is why I came.,6,6,sadness
"Anne, I love you.  I love you a great deal.  I love you.",2,1,joy
I have no imagination.  That's all I know to tell you.,6,6,sadness
I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,6,0,surprise
"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",5,0,surprise
"Oh, Chris, I've been ready for a long, long time.",6,6,sadness
And he's gone forever.  You're sure?,5,5,neutral
You started to write me and--,6,3,anger
"Anne, why didn't you let me know?",5,3,anger
"Well, I was waiting for you.  I mean, till then you never wrote and when you did, I mean, what did you say?  You can sure be ambiguous sometimes.",5,6,sadness
"Give me a kiss, Anne.  Give me a-",6,6,sadness
"oh God, I kissed you.  I kissed Annie.  How long--how long I've been waiting to kiss you.",6,5,neutral
I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,5,5,neutral
"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",1,1,joy
"Like Larry's brother.  Do it like you, Chris.  What is it?",5,5,neutral
Let's drive someplace.  I want to be alone with you.,6,0,surprise
"No.  What is it, your mother?",5,5,neutral
No.  Nothing like that.,6,6,sadness
"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",5,7,disgust
"Yeah, I suppose I have been.  But it's going from me.",6,6,sadness
You've gotta tell me.,6,6,sadness
I don't know how to start.,6,4,fear
It wouldn't work this way.,6,6,sadness
"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",5,5,neutral
"Well, I lost them.",6,0,surprise
Just about all.,6,6,sadness
"Oh, gee.",6,7,disgust
It takes some time for a guy to toss that off.  'Cause they weren't just men.,6,6,sadness
"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",6,6,sadness
"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",6,3,anger
"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",3,7,disgust
"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",5,6,sadness
Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,6,5,neutral
"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",6,0,surprise
"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",2,6,sadness
Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,6,6,sadness
You still feel that way?,5,5,neutral
I want you now Annie.,6,6,sadness
"'Cause you mustn't feel that way.  Because you have a right to everything that you have.  Do you understand that?  Everything, Chris, and me too.",5,6,sadness
"I mean, and your money, there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",6,3,anger
"I know Annie.  Annie, I'm gonna make a fortune for you.",6,1,joy
What'll I do with a fortune?,5,3,anger
What time is it?  They're supposed to run around midnight.,5,5,neutral
"This is great, isn't it?  Look at the night we've got here, couldn't be better.",5,5,neutral
"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it.",4,4,fear
How you doing?,5,5,neutral
Is that--no--is that just foam?  I can't even tell.,5,5,neutral
"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?",5,4,fear
"How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight.",5,5,neutral
"You know, the flashlight, the silver one.  There's only one isn't there?",5,5,neutral
Who's is it?,5,5,neutral
It's ours.  It's mine too.,6,6,sadness
"Oh, well sure.",6,6,sadness
"You kept saying my flashlight, if as if somehow it's just yours.  I mean is that supposed to make me feel?",5,5,neutral
"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally.",6,6,sadness
How could we forget to bring it?  I hope the moon stays out.,5,6,sadness
