Text,Label,Unique_Label
"all right, We've already checked back here for your baggage",6,2559
and we will continue to look for it and because your paper-,6,2560
You've already checked? Can you check again? [garbage],6,2561
"I've already looked, thank you very much and because we've filled out paperwork if it shows up we will send it to you but otherwise what we can do is reimburse you for fifty dollar.",6,2562
Fifty- fifty dollars? Come on you have got to be joking.,6,2563
"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",6,2564
"Uh huh, yea, lost some of my possessions, yes, so if I lost maybe a shoe that was in the suitcase and like a carry-on",6,2565
"that might be like fifty dollars okay, but this - I- [garbage] I had like thousands of dollars worth of stuff in that suitcase.",6,2566
The airline can't afford to give you everything that is in that suitcase. and so-,0,2567
The a- what? Talking about a core they can't afford it? I mean-,5,2568
Well because lots of people get their baggage lost and we don't want to have false claims or anything like that so we have,6,2569
"we can give you fifty dollar to sort of make up for it, to compensate, and we can definitely let you know if it shows up but likely, more than likely-",6,2570
I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do,3,2571
because this is ridiculous?,3,2572
I'm sorry. I don't- I-,0,2573
I don't believe you should sue the airline company but we do have a policy uh- in which we can reimburse you and that's all we can do and I'm sorry I've done everything I can-,0,2574
All right. I'm sick- I'm sick of this all right. I'm sick of you and keep your fifty dollar.,0,2575
There's other people waiting-,6,2576
Fine.,3,507
What's going on?,5,2577
Kathy died last night.,0,2578
"Oh my God. Oh my God, I'm so sorry.",5,2579
"yeah, I mean, you know, it was a -",6,2580
"I guess we saw it coming and she lasted a lot - a lot longer than, uh, they expected but you know, I mean when it actually happens it's just a lot harder.",6,2581
"It doesn't make any easier, yes.",6,2582
"I mean at least she was home, she wasn't in the hospital anymore,",6,2583
"Oh, man. I'm so sorry.",0,2584
"She was with- yeah  She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it.",6,2585
"It's going to be so rough, I'm sorry.",0,2586
"Yes. I mean, it's not as rough on me as it is on him but",6,2587
"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go",5,2588
Yeah.,6,2
"out to- out to dinner you know and do the troops to California, I mean.",6,2589
Totally.,6,2590
"It's just that- I don't know, it's sort it's sort- of a weird thing you know",6,2591
Yeah,6,1856
"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean.",6,2592
"Yes. Well, at least you have a lot of good memories.",6,2593
She was [garbage],6,2594
"She really cared about you, you know.",6,2595
"Yes, I mean she cared about all of us. She was great",6,2596
so loving everybody you know.,1,2597
And she was,5,2598
"Gosh, I just hate I just hate to see her go.",3,2599
Yeah.,6,2
We were all going take a trip to Europe you know.,6,2600
Even if you still do she'll- she'll be there.,6,2601
Yes.  [BREATHING] God.,5,2602
Are you going to be okay?,3,2603
"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it",6,2604
"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",6,2605
Then she's gone.,6,2606
"It's going to be okay, I promise.",6,2607
"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps",1,2608
Sure,6,2609
to talk to somebody but,6,2610
you shouldn't be alone,0,2611
"It's just going to take a while, I think.",6,2612
Yes.,6,192
Ah.,6,1506
Thank you.,6,247
Yes.,6,192
"[BREATHING] So, you know I've been hearing back from some colleges.",6,2613
"Oh, yeah? Have you gotten letters yet?",5,2614
Yeah. And guess who accepted me?,6,2615
"Um, I don't know, where?",5,2616
U.S.C..,6,2617
"Oh, U.S.C.? Oh my Gosh, that's awesome, that was your top choice, right?",5,2618
"Oh my Gosh, that's so cool.",5,2619
"Yeah, oh. I - You have no-",6,2620
"God, I-I got this big packet you know, in the mail and it's like-",5,2621
"yes, this is [LAUGHTER], it says U.S.C., like registrar, I mean like, I got-I got some like little letters before you know, it's like oh rejection",6,2622
"[LAUGHTER] It's gotta be it, like-",6,2623
"Oh my Gosh, that's so cool.",5,2619
"but big packet, big packet is nice",1,2624
big packet is gotta be the real thing. yeah,6,2625
"So it's like, yes, rip it open and there it is big - oh, yes.",6,2626
"Oh my Gosh. I thought there was like, maybe going to be some, like I don't know if you are going to get in or not, so I'm really glad that you did.",1,2627
That's so cool.,1,2628
"Yeah. I know, I know.",6,2629
it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,5,2630
and everything like but,6,2631
"Yeah, totally.",6,2632
"it was good, yeah. I mean-",1,2633
So you're going to be right here in Los Angeles; that is so cool.,1,2634
"I know, I know, yea. It'll be interesting you know, I've never -- I mean getting out of Vegas and everything but LA",6,2635
I'm looking forward to it.,1,2636
So can we hang out?,6,2637
"Hey, yes, you know that's - that's what I'm coming for.",6,2638
Yay.,1,2639
You're half the reason I'm going. [LAUGHTER],6,2640
"Oh, yay. Thank you. [LAUGHTER].",1,2641
No but that's an awesome school. That's so cool.,1,2642
"I know ahh- yeah-, I'm definitely looking forward to it, and I mean they had a great football season last year",1,2643
"Oh, totally totally.",5,2644
"You know what I mean, I bet the home games, are just like nuts you know.",6,2645
you get to like be a part of that.,1,2646
"Like you get to be a part of that. Like the, like the- Like a cult.",6,2647
What?,5,328
[LAUGHTER] I know. I mean part of-,6,2648
"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",6,2649
Yeah. Right. A cult. I'm looking forward to being in the cult.,6,2650
"Right I know, like you, it won't hurt, I mean national champions last year, wow, you know",5,2651
Maybe we'll do it again this year.,6,2652
So you know what you are going to do there?,6,2653
"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",5,2654
"I-I don't know. Kind of a broad,",6,2655
"Okay. They have a lot of good schools, right?",6,2656
"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",1,2657
"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",6,2658
"Yes, it's intimate.",6,2659
"It's college- oh my God it's college, [GARBAGE] so it's like crazy.",5,2660
I know. It's so cool.,1,2661
"Oh man. So, I don't know you know, we'll see - we'll see how it goes and, yeah, I'm looking forward to it",6,2662
"Fair for you, Wow, oh my Gosh.",5,2663
I mean you got to - you got to show me the ropes 'cause I've never been there before so I mean you know your way around already and- [LAUGHTER],6,2664
I will do the best I can.,6,2665
"Well, there are all kinds of awesome secrets so you'll really enjoy it. It's really great. I'm so glad.",1,2666
"Oh, alright.",6,2667
"I'm-I'm looking forward to that. [BREATHING] man, So yeah, I think I'm going to come out a little early so I mean I'll give you a call and we'll definitely-",6,2668
Yay,1,2669
"Okay. Yes, totally come visit",6,2670
"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",1,2671
"[LAUGHTER] Thanks, yes, thanks, yes That'll be cool.",6,2672
So Congratulations. That's awesome.,1,2673
All right. Customer service this is Steve.,6,2674
"Hi. Thank you so much, you're a real person, right, you're not like a recording?",6,2675
"I'm a real person, yes.",6,2676
"Okay. Before I get into it, um your menu or whatever like where you choose the different thing depending on the-",6,2677
"it leads you around in circles, you can't, there is no way to like get to a real person if you don't already know how to get to there.",6,2678
"Right. No, yes I know. It is-It is a little frustrating.",0,2679
"So is there any way to like bypass that because that is so, like I've been going around in circles",6,2680
"like press nine, press zero, press back to the menu, like I can't get through to what I'm supposed to get through to.",6,2681
"I- I'll give you a little hint, next time if it asks if you're on a rotary phone you know, just stay on the line instead of - instead of hitting one or two to say if you're like on a touch tone",6,2682
"pretend like your on a rotary phone, goes straight through to a person.",6,2683
"Okay. Oh, that would just make it so much better, 'cause I cannot handle it's just like oh, my God I can't sit here any longer and talk to this lady with this pleasant voice.",1,2684
